fecha,taxi_verde_williamsburg,uber_williamsburg,uber_midtown
2026-03-05,64.1,161112.37,701238.09
2026-03-06,143.88,159424.9,349157.55
2026-03-07,569.77,242581.57,175723.72
2026-03-08,667.35,201569.62,156536.69
2026-03-09,0.0,109165.96,317826.39
2026-03-10,0.0,103273.94,518017.44
2026-03-11,0.0,121699.98,541566.92
2026-03-12,0.0,151651.8,658463.25
2026-03-13,101.74000000000001,158811.65,342299.42
2026-03-14,641.19,273526.62,191595.43
2026-03-15,350.64,209901.07,190751.49
2026-03-16,44.0,123243.77,361678.58
2026-03-17,0.0,111492.66,372385.89
2026-03-18,0.0,129972.16,545769.35
2026-03-19,28.86,135662.33,578561.61
2026-03-20,176.67000000000002,181211.75,310487.42000000004
2026-03-21,656.16,270123.82,181006.71
2026-03-22,240.73,202349.13,145213.95
2026-03-23,0.0,120120.29,342725.33
2026-03-24,0.0,104866.83,440578.81
2026-03-25,0.0,116446.89,488331.44
2026-03-26,28.5,145909.63,508474.79
2026-03-27,166.18,161361.76,308031.43
2026-03-28,828.12,258901.01,212354.34
2026-03-29,764.72,213000.5,151690.98
2026-03-30,38.46,112715.75,306850.23
2026-03-31,0.0,102552.16,391397.19
2026-04-01,0.0,113731.7,390621.46
2026-04-02,0.0,130629.47,391467.35
2026-04-03,18.36,154385.13,208776.2
2026-04-04,420.97,257433.05,191874.12
2026-04-05,415.79,172189.78,165482.61000000002
2026-04-06,61.2,96669.89,293896.8
2026-04-07,0.0,97651.16,405618.97000000003
2026-04-08,0.0,111850.13,477126.38
2026-04-09,0.0,134941.01,490389.64
2026-04-10,28.4,155935.9,315519.67
2026-04-11,313.67,233838.39,196834.5
2026-04-12,814.66,202043.26,177470.47
2026-04-13,16.0,110410.51,345931.2
2026-04-14,0.0,105339.35,481101.31
2026-04-15,26.68,121229.49,530267.41
2026-04-16,0.0,150691.3,552330.48
2026-04-17,38.64,164264.73,337341.56
2026-04-18,433.44,285692.55,211308.46
2026-04-19,438.89,228764.21000000002,188160.99
2026-04-20,0.0,106816.94,349995.18
2026-04-21,11.5,111594.74,495484.32
2026-04-22,9.12,124065.59,540368.87
2026-04-23,152.71,145401.61,572013.33
2026-04-24,180.63,175037.05,332960.0
2026-04-25,634.36,318204.93,293031.88
2026-04-26,644.63,230698.99,182268.02
2026-04-27,0.0,108827.82,345214.12
2026-04-28,0.0,107000.02,483746.36
2026-04-29,25.0,131500.46,587661.09
2026-04-30,0.0,157057.13,587131.26
2026-05-01,111.74000000000001,174725.0,343588.77
2026-05-02,680.16,241769.65,205001.07
2026-05-03,769.63,202342.75,190709.46
2026-05-04,0.0,111424.11,349317.33
2026-05-05,0.0,119071.49,460671.07
2026-05-06,44.26,140582.63,600684.0
2026-05-07,0.0,144917.02,555167.45
2026-05-08,80.81,172239.04,356723.34
2026-05-09,482.07,279960.09,233214.2
2026-05-10,271.76,219012.95,204323.86000000002
2026-05-11,51.4,108542.89,380535.7
2026-05-12,16.0,110533.18000000001,578392.78
2026-05-13,0.0,130137.68000000001,636061.48
2026-05-14,46.059999999999995,150229.71,695086.77
2026-05-15,244.44,188213.18,425376.3
2026-05-16,527.16,297304.7,272611.96
2026-05-17,528.58,243878.92,222855.45
2026-05-18,37.68,119160.0,399120.41
2026-05-19,0.0,127672.16,548905.83
2026-05-20,0.0,152554.86000000002,717582.83
2026-05-21,22.56,152524.95,555308.72
2026-05-22,98.7,158491.18,259941.62
2026-05-23,277.83000000000004,207935.4,198468.61000000002
2026-05-24,223.60000000000002,202154.62,176100.59
2026-05-25,43.56,121956.17,135397.31
2026-05-26,0.0,96186.75,335994.66
2026-05-27,0.0,107854.92,511475.37
2026-05-28,18.1,129728.6,521184.32
2026-05-29,140.74,155395.8,315026.45
2026-05-30,218.95999999999998,264456.99,192310.52
2026-05-31,590.4300000000001,236017.82,128100.45
